asin,ISBN10,title,brand,availability,discount,initial_price,final_price,currency,rating,reviews_count,categories,best_sellers_rank,timestamp,url
0007350813,0007350813,Wuthering Heights (Collins Classics),Emily Brontë,In Stock.,,,3.99,USD,4.6 out of 5 stars,13451,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Historical Fiction / Short Stories & Anthologies"",""rank"":28},{""category"":""Books / Literature & Fiction / Historical Fiction / Short Stories & Anthologies / Short Stories"",""rank"":24}]",2021-12-21T23:35:40.084Z,https://www.amazon.com/dp/0007350813
0007513763,9780007513765,THE DAYS THE CRAYONS QUIT,Drew Daywalt,In Stock.,,,12.08,USD,4.8 out of 5 stars,16628,"[""Books"",""Children's Books"",""Literature & Fiction""]","[{""category"":""Books / Children's Books / Literature & Fiction / Religious Fiction / Christian / Friendship"",""rank"":42}]",2021-12-21T23:23:16.450Z,https://www.amazon.com/dp/0007513763
0008183988,0008183988,War Lord: Book 13 (The Last Kingdom Series),Bernard Cornwell,,,,,USD,4.8 out of 5 stars,11275,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Historical Fiction / Military"",""rank"":70}]",2021-12-21T23:23:19.996Z,https://www.amazon.com/dp/0008183988
0008305838,0008305838,Code Name Bananas: The hilarious and epic new children’s book from multi-million bestselling author David Walliams,David Walliams,In Stock.,,,20.43,USD,4.8 out of 5 stars,15520,"[""Books"",""Children's Books"",""Literature & Fiction""]","[{""category"":""Books / Children's Books / Literature & Fiction / Historical Fiction / Military & Wars"",""rank"":99}]",2021-12-21T23:23:17.540Z,https://www.amazon.com/dp/0008305838
0008375526,0008375526,Skincare: The award-winning ultimate no-nonsense guide and Sunday Times No. 1 best-seller,Caroline Hirons,In Stock.,,,28.89,USD,4.8 out of 5 stars,10884,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]","[{""category"":""Books / Health, Fitness & Dieting / Beauty, Grooming, & Style"",""rank"":57},{""category"":""Books / Health, Fitness & Dieting / Aging / Beauty, Grooming & Style"",""rank"":3},{""category"":""Books / Health, Fitness & Dieting / Aging / Medical Conditions & Diseases"",""rank"":11},{""category"":""Books / Health, Fitness & Dieting / Diseases & Physical Ailments / Skin Ailments"",""rank"":9},{""category"":""Books / Health, Fitness & Dieting / Women's Health / General"",""rank"":82}]",2021-12-21T23:35:39.675Z,https://www.amazon.com/dp/0008375526
0008387753,0008387753,The Hobbit & The Lord of the Rings Boxed Set,J. R. R. Tolkien,Only 13 left in stock - order soon.,18.87,59.99,41.12,USD,4.8 out of 5 stars,20453,"[""Books"",""Literature & Fiction"",""Mythology & Folk Tales""]","[{""category"":""Books / Literature & Fiction / Mythology & Folk Tales / Fairy Tales"",""rank"":45}]",2021-12-21T23:23:19.408Z,https://www.amazon.com/dp/0008387753
0008433941,0008433941,The Silmarillion,J. R. R. Tolkien,Usually ships within 6 to 10 days.,,,36.11,USD,4.7 out of 5 stars,10261,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Mythology & Folk Tales / Fairy Tales"",""rank"":60}]",2021-12-21T23:23:19.359Z,https://www.amazon.com/dp/0008433941
0060244887,0060244887,The Chronicles of Narnia (Box Set),C. S. Lewis,Only 12 left in stock - order soon.,66.01,120.0,53.99,USD,4.8 out of 5 stars,11222,"[""Books"",""Children's Books"",""Literature & Fiction""]","[{""category"":""Books / Deals in Books"",""rank"":7},{""category"":""Books / Children's Books / Literature & Fiction / Religious Fiction"",""rank"":31},{""category"":""Books / Children's Books / Classics"",""rank"":92},{""category"":""Books / Christian Books & Bibles / Children's & Teens"",""rank"":59},{""category"":""Books / Children's Books / Literature & Fiction / Religious Fiction / Christian"",""rank"":28},{""category"":""Books / Children's Books / Religions / Christianity"",""rank"":52}]",2021-12-21T23:35:37.401Z,https://www.amazon.com/dp/0060244887
0060254920,0060254920,Where the Wild Things Are,Maurice Sendak,In Stock.,6.75,19.95,13.2,USD,4.9 out of 5 stars,27536,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]","[{""category"":""Books / Children's Books / Action & Adventure"",""rank"":31},{""category"":""Books / Children's Books / Classics"",""rank"":21},{""category"":""Books / Children's Books / Science Fiction & Fantasy"",""rank"":34},{""category"":""Books / Children's Books / Science Fiction & Fantasy / Fantasy & Magic"",""rank"":23}]",2021-12-21T23:35:38.391Z,https://www.amazon.com/dp/0060254920
0060256656,0060256656,The Giving Tree,Shel Silverstein,In Stock.,8.9,17.99,9.09,USD,4.9 out of 5 stars,23158,"[""Books"",""Children's Books"",""Classics""]","[{""category"":""Books / Children's Books / Classics"",""rank"":31}]",2021-12-21T23:35:54.850Z,https://www.amazon.com/dp/0060256656
0060555661,9780060555665,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin GrahamJason Zweig,In Stock.,10.7,24.99,14.29,USD,4.7 out of 5 stars,28414,"[""Books"",""Business & Money"",""Investing""]","[{""category"":""Books / Business & Money"",""rank"":14},{""category"":""Books / Business & Money / Economics"",""rank"":4},{""category"":""Books / Business & Money / Finance"",""rank"":1},{""category"":""Books / Business & Money / Investing"",""rank"":1},{""category"":""Books / Business & Money / Investing / Introduction"",""rank"":1}]",2021-12-21T23:23:20.032Z,https://www.amazon.com/dp/0060555661
0062429078,0062429078,Pretty Girls,Karin Slaughter,In Stock.,,,9.99,USD,4.3 out of 5 stars,10050,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]","[{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Crime / Kidnapping"",""rank"":75}]",2021-12-21T23:23:16.487Z,https://www.amazon.com/dp/0062429078
0060652888,0060652888,Mere Christianity,C. S. Lewis,In Stock.,2.5,24.99,22.49,USD,4.8 out of 5 stars,10958,"[""Books"",""Christian Books & Bibles"",""Christian Living""]","[{""category"":""Books / Christian Books & Bibles / Theology"",""rank"":66},{""category"":""Books / Christian Books & Bibles / Theology / Apologetics"",""rank"":22},{""category"":""Books / Religion & Spirituality / Religious Studies / Theology"",""rank"":75}]",2021-12-21T23:23:14.947Z,https://www.amazon.com/dp/0060652888
0060652926,0060652926,Mere Christianity,C. S. Lewis,In Stock.,3.3,16.99,13.69,USD,4.8 out of 5 stars,10958,"[""Books"",""Christian Books & Bibles"",""Christian Living""]","[{""category"":""Books / Religion & Spirituality / Religious Studies"",""rank"":4},{""category"":""Books / Christian Books & Bibles"",""rank"":63},{""category"":""Books / Christian Books & Bibles / Christian Living"",""rank"":33},{""category"":""Books / Christian Books & Bibles / Theology"",""rank"":4},{""category"":""Books / Religion & Spirituality / Religious Studies / Theology"",""rank"":3},{""category"":""Books / Christian Books & Bibles / Christian Living / Personal Growth"",""rank"":4},{""category"":""Books / Christian Books & Bibles / Theology / Apologetics"",""rank"":1}]",2021-12-21T23:35:45.221Z,https://www.amazon.com/dp/0060652926
0062909711,0062909711,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",by Dr. Steven R Gundry MD (Author),In stock. Usually ships within 3 to 4 days.,,,26.55,USD,4.4 out of 5 stars,12492,"[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss""]","[{""category"":""Books / Health, Fitness & Dieting / Diets & Weight Loss / Wheat Free"",""rank"":88}]",2021-12-21T23:23:26.705Z,https://www.amazon.com/dp/0062909711
0062439596,0062439596,The Hating Game: A Novel,Sally Thorne,In Stock.,3.4,15.99,12.59,USD,4.5 out of 5 stars,14801,"[""Books"",""Humor & Entertainment"",""Humor""]","[{""category"":""Books / Humor & Entertainment"",""rank"":92},{""category"":""Books / Humor & Entertainment / Humor"",""rank"":43},{""category"":""Books / Literature & Fiction / Humor & Satire"",""rank"":11},{""category"":""Books / Literature & Fiction / Women's Fiction"",""rank"":35},{""category"":""Books / Literature & Fiction / World Literature"",""rank"":3},{""category"":""Books / Romance"",""rank"":54},{""category"":""Books / Romance / Contemporary"",""rank"":34},{""category"":""Books / Romance / Romantic Comedy"",""rank"":19},{""category"":""Books / Humor & Entertainment / Humor / Self-Help & Psychology"",""rank"":2},{""category"":""Books / Literature & Fiction / Humor & Satire / Humorous"",""rank"":4},{""category"":""Books / Literature & Fiction / Women's Fiction / Contemporary"",""rank"":19},{""category"":""Books / Literature & Fiction / World Literature / Australia & Oceania"",""rank"":1}]",2021-12-21T23:23:27.407Z,https://www.amazon.com/dp/0062439596
0062931067,0062931067,Just as I Am: A Memoir,Cicely Tyson,In Stock.,11.67,28.99,17.32,USD,4.9 out of 5 stars,17201,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]","[{""category"":""Books / Biographies & Memoirs / Community & Culture"",""rank"":62},{""category"":""Books / Biographies & Memoirs / Community & Culture / Black & African American"",""rank"":19},{""category"":""Books / Humor & Entertainment / Movies"",""rank"":57},{""category"":""Books / Biographies & Memoirs / Arts & Literature"",""rank"":53},{""category"":""Books / Biographies & Memoirs / Memoirs"",""rank"":91}]",2021-12-21T23:35:37.433Z,https://www.amazon.com/dp/0062931067
0061992275,0061992275,The One and Only Ivan,"by Katherine Applegate (Author), Patricia Castelao (Illustrator)",In Stock.,2.03,8.99,6.96,USD,4.8 out of 5 stars,17657,"[""Books"",""Children's Books"",""Arts, Music & Photography""]","[{""category"":""Books / Children's Books / Classics"",""rank"":46},{""category"":""Books / Children's Books / Arts, Music & Photography"",""rank"":66},{""category"":""Books / Children's Books / Arts, Music & Photography / Art"",""rank"":39},{""category"":""Books / Literature & Fiction / Genre Fiction / TV, Movie, Video Game Adaptations"",""rank"":11}]",2021-12-21T23:35:39.424Z,https://www.amazon.com/dp/0061992275
0061992887,0061992887,Chronicles of Narnia Box Set,C. S. Lewis,In Stock.,34.67,55.0,20.33,USD,4.8 out of 5 stars,11222,"[""Books"",""Children's Books"",""Literature & Fiction""]","[{""category"":""Books / Christian Books & Bibles"",""rank"":21},{""category"":""Books / Religion & Spirituality"",""rank"":41},{""category"":""Books / Children's Books / Action & Adventure"",""rank"":24},{""category"":""Books / Children's Books / Classics"",""rank"":17},{""category"":""Books / Children's Books / Literature & Fiction"",""rank"":39},{""category"":""Books / Children's Books / Religions"",""rank"":5},{""category"":""Books / Children's Books / Science Fiction & Fantasy"",""rank"":27},{""category"":""Books / Christian Books & Bibles / Children's & Teens"",""rank"":5},{""category"":""Books / Literature & Fiction / Action & Adventure"",""rank"":23},{""category"":""Books / Literature & Fiction / Classics"",""rank"":7},{""category"":""Books / Children's Books / Religions / Christianity"",""rank"":4},{""category"":""Books / Children's Books / Literature & Fiction / Religious Fiction"",""rank"":2},{""category"":""Books / Children's Books / Animals"",""rank"":54},{""category"":""Books / Children's Books / Science Fiction & Fantasy / Fantasy & Magic"",""rank"":19},{""category"":""Books / Children's Books / Literature & Fiction / Religious Fiction / Christian"",""rank"":2}]",2021-12-21T23:23:21.733Z,https://www.amazon.com/dp/0061992887
0140177396,0140177396,Of Mice and Men,John Steinbeck,In Stock.,3.82,12.0,8.18,USD,4.7 out of 5 stars,20075,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]","[{""category"":""Books / Literature & Fiction / Classics"",""rank"":40},{""category"":""Books / Literature & Fiction / Contemporary"",""rank"":27},{""category"":""Books / Politics & Social Sciences / Politics & Government"",""rank"":69},{""category"":""Books / Politics & Social Sciences / Politics & Government / Specific Topics"",""rank"":35},{""category"":""Books / Teens / Literature & Fiction / Classics"",""rank"":13},{""category"":""Books / Literature & Fiction / Genre Fiction / Small Town & Rural"",""rank"":18},{""category"":""Books / Literature & Fiction / United States / Classics"",""rank"":18}]",2021-12-21T23:23:17.899Z,https://www.amazon.com/dp/0140177396
0140186425,0140186425,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,In Stock.,8.31,15.0,6.69,USD,4.7 out of 5 stars,20075,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]","[{""category"":""Books / Teens / Literature & Fiction / Classics"",""rank"":83},{""category"":""Books / Politics & Social Sciences / Politics & Government / Specific Topics / Censorship"",""rank"":64}]",2021-12-21T23:23:26.293Z,https://www.amazon.com/dp/0140186425
0062457713,0062457713,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,In Stock.,15.49,26.99,11.5,USD,4.6 out of 5 stars,58209,"[""Books"",""Self-Help"",""Happiness""]","[{""category"":""Books"",""rank"":40},{""category"":""Books / Health, Fitness & Dieting"",""rank"":8},{""category"":""Books / Self-Help"",""rank"":9},{""category"":""Books / Self-Help / Happiness"",""rank"":2},{""category"":""Books / Self-Help / Motivational"",""rank"":1},{""category"":""Books / Self-Help / Success"",""rank"":2},{""category"":""Books / Health, Fitness & Dieting / Mental Health"",""rank"":2}]",2021-12-21T23:35:38.322Z,https://www.amazon.com/dp/0062457713
0062457799,0062457799,They Both Die at the End,Adam Silvera,,,,,USD,4.7 out of 5 stars,18823,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction / Boys & Men"",""rank"":49}]",2021-12-21T23:23:15.679Z,https://www.amazon.com/dp/0062457799
0062457802,0062457802,They Both Die at the End,Adam Silvera,In Stock.,4.92,12.99,8.07,USD,4.7 out of 5 stars,18823,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books"",""rank"":4},{""category"":""Books / Teens"",""rank"":7},{""category"":""Books / Teens / Literature & Fiction"",""rank"":3},{""category"":""Books / Teens / Literature & Fiction / Boys & Men"",""rank"":1},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues"",""rank"":2},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Death & Dying"",""rank"":1},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Friendship"",""rank"":1}]",2021-12-21T23:35:37.728Z,https://www.amazon.com/dp/0062457802
0062464310,0062464310,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,In Stock.,4.01,37.5,33.49,USD,4.6 out of 5 stars,12984,"[""Books"",""History"",""World""]","[{""category"":""Books / Science & Math / Evolution"",""rank"":84},{""category"":""Books / History / World / Civilization & Culture"",""rank"":53}]",2021-12-21T23:23:16.659Z,https://www.amazon.com/dp/0062464310
0062464345,0062464345,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,In Stock.,6.61,24.99,18.38,USD,4.6 out of 5 stars,12984,"[""Books"",""History"",""World""]","[{""category"":""Books / Science & Math / Behavioral Sciences"",""rank"":17},{""category"":""Books / Science & Math / Evolution"",""rank"":11},{""category"":""Books / History / World"",""rank"":38},{""category"":""Books / Politics & Social Sciences / Social Sciences"",""rank"":74},{""category"":""Books / History / World / Civilization & Culture"",""rank"":5}]",2021-12-21T23:23:31.866Z,https://www.amazon.com/dp/0062464345
0062466593,0062466593,The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),Kim Krans,In Stock.,11.38,39.99,28.61,USD,4.8 out of 5 stars,19404,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]","[{""category"":""Books / Religion & Spirituality / New Age & Spirituality"",""rank"":100},{""category"":""Books / Religion & Spirituality / New Age & Spirituality / Divination"",""rank"":24},{""category"":""Books / Religion & Spirituality / New Age & Spirituality / Mysticism"",""rank"":3},{""category"":""Books / Religion & Spirituality / New Age & Spirituality / Divination / Tarot"",""rank"":14}]",2021-12-21T23:35:38.995Z,https://www.amazon.com/dp/0062466593
006246776X,006246776X,The Bad Seed (The Food Group),Jory JohnPete Oswald,In Stock.,7.26,18.99,11.73,USD,4.8 out of 5 stars,11122,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]","[{""category"":""Books / Children's Books / Science, Nature & How It Works"",""rank"":77},{""category"":""Books / Children's Books / Science, Nature & How It Works / Nature"",""rank"":23},{""category"":""Books / Children's Books / Education & Reference / Science Studies"",""rank"":50},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Friendship, Social Skills & School Life / Emotions & Feelings"",""rank"":37},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Friendship, Social Skills & School Life / Manners"",""rank"":10}]",2021-12-21T23:23:27.629Z,https://www.amazon.com/dp/006246776X
0062943472,0062943472,The Rose Code: A Novel,Kate Quinn,In Stock.,4.5,17.99,13.49,USD,4.7 out of 5 stars,17211,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Mystery, Thriller & Suspense"",""rank"":96},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense"",""rank"":81},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Spies & Politics"",""rank"":18},{""category"":""Books / Literature & Fiction / Historical Fiction / World War II"",""rank"":11},{""category"":""Books / Literature & Fiction / Genre Fiction / War"",""rank"":4},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Spies & Politics / Espionage"",""rank"":5},{""category"":""Books / Literature & Fiction / Historical Fiction"",""rank"":56}]",2021-12-21T23:23:15.575Z,https://www.amazon.com/dp/0062943472
0062024027,9780062024022,Divergent,Veronica Roth,In Stock.,8.18,18.99,10.81,USD,4.6 out of 5 stars,29549,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction / Time Travel"",""rank"":18},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Values & Virtues"",""rank"":20},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Science Fiction"",""rank"":100},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Survival Stories"",""rank"":100}]",2021-12-21T23:35:40.177Z,https://www.amazon.com/dp/0062024027
0062024043,9780062024046,Divergent / Insurgent,Veronica Roth,In Stock.,6.0,17.99,11.99,USD,4.6 out of 5 stars,19489,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Values & Virtues"",""rank"":33}]",2021-12-21T23:23:18.702Z,https://www.amazon.com/dp/0062024043
0062024051,0062024051,"Insurgent (Divergent Series, 2)",Veronica Roth,In Stock.,1.5,12.99,11.49,USD,4.6 out of 5 stars,19489,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Romance / Historical"",""rank"":44},{""category"":""Books / Teens / Romance / Science Fiction & Dystopian"",""rank"":60},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Values & Virtues"",""rank"":13},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Science Fiction"",""rank"":62},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction / Dystopian"",""rank"":93},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Survival Stories"",""rank"":58}]",2021-12-21T23:23:19.236Z,https://www.amazon.com/dp/0062024051
006202406X,006202406X,Allegiant,Veronica Roth,Only 1 left in stock - order soon.,12.99,19.99,7.0,USD,3.9 out of 5 stars,22362,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Values & Virtues"",""rank"":70}]",2021-12-21T23:35:44.600Z,https://www.amazon.com/dp/006202406X
0062024078,0062024078,"Allegiant (Divergent Series, 3)",Veronica Roth,In Stock.,2.89,12.99,10.1,USD,3.9 out of 5 stars,22362,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Romance / Historical"",""rank"":48},{""category"":""Books / Teens / Romance / Science Fiction & Dystopian"",""rank"":69},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Values & Virtues"",""rank"":15},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Science Fiction"",""rank"":66},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Survival Stories"",""rank"":65}]",2021-12-21T23:23:19.450Z,https://www.amazon.com/dp/0062024078
0140280197,0140280197,The 48 Laws of Power,Robert Greene,In Stock.,11.3,26.0,14.7,USD,4.7 out of 5 stars,33382,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]","[{""category"":""Books / Biographies & Memoirs"",""rank"":12},{""category"":""Books / Business & Money"",""rank"":4},{""category"":""Books / Health, Fitness & Dieting"",""rank"":14},{""category"":""Books / Law"",""rank"":1},{""category"":""Books / Politics & Social Sciences"",""rank"":6},{""category"":""Books / Self-Help"",""rank"":15},{""category"":""Books / Business & Money / Business Culture"",""rank"":1},{""category"":""Books / Business & Money / Management & Leadership"",""rank"":1},{""category"":""Books / Politics & Social Sciences / Philosophy"",""rank"":3},{""category"":""Books / Politics & Social Sciences / Politics & Government"",""rank"":3},{""category"":""Books / Politics & Social Sciences / Sociology"",""rank"":1},{""category"":""Books / Biographies & Memoirs / Professionals & Academics / Lawyers & Judges"",""rank"":1},{""category"":""Books / Biographies & Memoirs / Historical"",""rank"":2},{""category"":""Books / Biographies & Memoirs / Professionals & Academics"",""rank"":5},{""category"":""Books / Self-Help / Success"",""rank"":4},{""category"":""Books / Health, Fitness & Dieting / Psychology & Counseling"",""rank"":7},{""category"":""Books / Business & Money / Management & Leadership / Leadership & Motivation"",""rank"":1},{""category"":""Books / Business & Money / Management & Leadership / Motivational"",""rank"":1},{""category"":""Books / Business & Money / Business Culture / Motivation & Self-Improvement"",""rank"":1},{""category"":""Books / Health, Fitness & Dieting / Psychology & Counseling / Social Psychology & Interactions"",""rank"":4},{""category"":""Books / Politics & Social Sciences / Politics & Government / Political Science"",""rank"":1},{""category"":""Books / Politics & Social Sciences / Philosophy / Ethics & Morality"",""rank"":2},{""category"":""Books / Politics & Social Sciences / Philosophy / Political"",""rank"":1},{""category"":""Books / Politics & Social Sciences / Philosophy / Social Philosophy"",""rank"":1},{""category"":""Books / Biographies & Memoirs / Historical / United States"",""rank"":2},{""category"":""Books / Politics & Social Sciences / Politics & Government / Political Science / History & Theory"",""rank"":1}]",2021-12-21T23:23:18.042Z,https://www.amazon.com/dp/0140280197
0062498533,0062498533,The Hate U Give,Angie Thomas,In Stock.,9.87,18.99,9.12,USD,4.8 out of 5 stars,21341,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction"",""rank"":93},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Prejudice & Racism"",""rank"":4}]",2021-12-21T23:23:18.112Z,https://www.amazon.com/dp/0062498533
0060850523,0060850523,Brave New World,Aldous Huxley,In Stock.,4.44,15.99,11.55,USD,4.6 out of 5 stars,18262,"[""Books"",""Literature & Fiction"",""United States""]","[{""category"":""Books / Literature & Fiction / Classics"",""rank"":25},{""category"":""Books / Literature & Fiction / Contemporary"",""rank"":16},{""category"":""Books / Science Fiction & Fantasy / Science Fiction"",""rank"":51},{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Dystopian"",""rank"":11},{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Genetic Engineering"",""rank"":4},{""category"":""Books / Literature & Fiction / Literary"",""rank"":93},{""category"":""Books / Literature & Fiction / United States"",""rank"":83},{""category"":""Books / Literature & Fiction / United States / Classics"",""rank"":11}]",2021-12-21T23:35:46.565Z,https://www.amazon.com/dp/0060850523
0062963686,0062963686,The Dutch House: A Novel,Ann Patchett,In Stock.,6.1,17.0,10.9,USD,4.4 out of 5 stars,26810,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Genre Fiction / Family Saga"",""rank"":34},{""category"":""Books / Literature & Fiction / Genre Fiction / Coming of Age"",""rank"":54}]",2021-12-21T23:23:27.927Z,https://www.amazon.com/dp/0062963686
0060853964,0060853964,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil GaimanTerry Pratchett,In Stock.,,,29.99,USD,4.7 out of 5 stars,14729,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Science Fiction & Fantasy / Fantasy / Myths & Legends / Greek & Roman"",""rank"":78}]",2021-12-21T23:23:18.913Z,https://www.amazon.com/dp/0060853964
0060853980,0060853980,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)",Neil GaimanTerry Pratchett,In Stock.,,,8.99,USD,4.7 out of 5 stars,14729,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Post-Apocalyptic"",""rank"":29},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Coming of Age"",""rank"":30},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Humorous"",""rank"":16},{""category"":""Books / Literature & Fiction / Humor & Satire / Humorous"",""rank"":49},{""category"":""Books / Literature & Fiction / Humor & Satire / Satire"",""rank"":63},{""category"":""Books / Literature & Fiction / Genre Fiction / Horror"",""rank"":75},{""category"":""Books / Literature & Fiction / Genre Fiction / Horror / Occult"",""rank"":11}]",2021-12-21T23:35:50.745Z,https://www.amazon.com/dp/0060853980
0062968394,0062968394,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),Steve Doocy,In Stock.,16.3,29.99,13.69,USD,4.6 out of 5 stars,15043,"[""Books"",""Cookbooks, Food & Wine"",""Cooking Education & Reference""]","[{""category"":""Books / Cookbooks, Food & Wine / Comfort Food"",""rank"":29},{""category"":""Books / Cookbooks, Food & Wine / Cooking Education & Reference"",""rank"":78},{""category"":""Books / Cookbooks, Food & Wine / Cooking Education & Reference / Essays"",""rank"":20},{""category"":""Books / Cookbooks, Food & Wine / U.S. Cooking"",""rank"":67},{""category"":""Books / Cookbooks, Food & Wine / Quick & Easy"",""rank"":95}]",2021-12-21T23:23:20.548Z,https://www.amazon.com/dp/0062968394
0062059947,0062059947,"The Selection (The Selection, 1)",Kiera Cass,In Stock.,6.51,12.99,6.48,USD,4.6 out of 5 stars,11072,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]","[{""category"":""Books / Teens / Literature & Fiction / Girls & Women"",""rank"":7},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction"",""rank"":38},{""category"":""Books / Teens / Romance"",""rank"":55},{""category"":""Books / Teens / Romance / Historical"",""rank"":11},{""category"":""Books / Teens / Romance / Science Fiction & Dystopian"",""rank"":16},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction / Dystopian"",""rank"":30}]",2021-12-21T23:23:16.996Z,https://www.amazon.com/dp/0062059947
0062060619,0062060619,The Song of Achilles,Madeline Miller,In Stock.,2.8,27.99,25.19,USD,4.7 out of 5 stars,31125,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books"",""rank"":65},{""category"":""Books / Romance / LGBTQ+"",""rank"":30},{""category"":""Books / Literature & Fiction / Mythology & Folk Tales"",""rank"":43},{""category"":""Books / Romance / Military"",""rank"":41},{""category"":""Books / Literature & Fiction / Classics"",""rank"":78}]",2021-12-21T23:35:44.801Z,https://www.amazon.com/dp/0062060619
