asin,ISBN10,title,brand,availability,discount,initial_price,final_price,currency,rating,reviews_count,categories,best_sellers_rank,timestamp,url
109770467X,109770467X,Kindergarten writing paper with lines for ABC kids: 120 Blank handwriting practice paper with dotted lines,Smith John,Available to ship in 1-2 days.,,,5.79,USD,4.8 out of 5 stars,10566,"[""Books"",""Children's Books"",""Education & Reference""]","[{""category"":""Books / Reference / Words, Language & Grammar"",""rank"":63},{""category"":""Books / Reference / Words, Language & Grammar / Handwriting"",""rank"":7},{""category"":""Books / Reference / Words, Language & Grammar / Spelling"",""rank"":2},{""category"":""Books / Children's Books / Education & Reference / Study Aids"",""rank"":48},{""category"":""Books / Education & Teaching / Schools & Teaching / Curriculum & Lesson Plans"",""rank"":14},{""category"":""Books / Education & Teaching / Schools & Teaching / Parent Participation"",""rank"":11},{""category"":""Books / Children's Books / Education & Reference / Study Aids / Test Preparation"",""rank"":7},{""category"":""Books / Children's Books / Education & Reference / Reading & Writing / Composition & Creative Writing"",""rank"":15},{""category"":""Books / Children's Books / Education & Reference / Reading & Writing / Grammar"",""rank"":13},{""category"":""Books / Children's Books / Education & Reference / Reading & Writing / Handwriting"",""rank"":19},{""category"":""Books / Education & Teaching / Schools & Teaching / Curriculum & Lesson Plans / Curricula"",""rank"":3}]",2021-12-21T23:33:27.030Z,https://www.amazon.com/dp/109770467X
1101991062,1101991062,Peace Talks (Dresden Files),Jim Butcher,In Stock.,2.51,9.99,7.48,USD,4.7 out of 5 stars,16394,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery""]","[{""category"":""Books / Mystery, Thriller & Suspense / Mystery / Private Investigators"",""rank"":43},{""category"":""Books / Mystery, Thriller & Suspense / Mystery / Supernatural"",""rank"":50},{""category"":""Books / Mystery, Thriller & Suspense / Mystery / Amateur Sleuths"",""rank"":69},{""category"":""Books / Mystery, Thriller & Suspense / Mystery / Supernatural / Witches & Wizards"",""rank"":26}]",2021-12-21T23:33:54.513Z,https://www.amazon.com/dp/1101991062
1250147603,1250147603,Me: Elton John Official Autobiography,Elton John,In Stock.,14.86,30.0,15.14,USD,4.8 out of 5 stars,18141,"[""Books"",""Arts & Photography"",""Music""]","[{""category"":""Books / Biographies & Memoirs / Leaders & Notable People / Rich & Famous"",""rank"":49},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians"",""rank"":47},{""category"":""Books / Arts & Photography / Music / Musical Genres"",""rank"":70},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Pop"",""rank"":3},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Rock"",""rank"":21}]",2021-12-21T23:34:02.716Z,https://www.amazon.com/dp/1250147603
1250147700,1250147700,Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,In Stock.,5.7,14.99,9.29,USD,4.7 out of 5 stars,22179,"[""Books"",""Humor & Entertainment"",""Humor""]","[{""category"":""Books / Crafts, Hobbies & Home"",""rank"":45},{""category"":""Books / Crafts, Hobbies & Home / Crafts & Hobbies"",""rank"":31},{""category"":""Books / Self-Help"",""rank"":77},{""category"":""Books / Self-Help / Happiness"",""rank"":17},{""category"":""Books / Self-Help / Journal Writing"",""rank"":9},{""category"":""Books / Self-Help / Stress Management"",""rank"":4},{""category"":""Books / Health, Fitness & Dieting"",""rank"":55},{""category"":""Books / Health, Fitness & Dieting / Mental Health"",""rank"":28},{""category"":""Books / Humor & Entertainment / Humor"",""rank"":51},{""category"":""Books / Humor & Entertainment / Humor / Parodies"",""rank"":8},{""category"":""Books / Humor & Entertainment / Humor / Self-Help & Psychology"",""rank"":3},{""category"":""Books / Crafts, Hobbies & Home / Crafts & Hobbies / Guided Journals"",""rank"":5}]",2021-12-21T23:33:35.717Z,https://www.amazon.com/dp/1250147700
1250816424,1250816424,The Meaning of Mariah Carey,Mariah Carey,In Stock.,3.0,19.99,16.99,USD,4.8 out of 5 stars,11901,"[""Books"",""Arts & Photography"",""Music""]","[{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Pop"",""rank"":13},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / R&B & Soul"",""rank"":16},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Rap & Hip-Hop"",""rank"":24}]",2021-12-21T23:33:54.248Z,https://www.amazon.com/dp/1250816424
1250158060,1250158060,Fire and Fury: Inside the Trump White House,Michael Wolff,Only 1 left in stock - order soon.,20.53,30.0,9.47,USD,4.2 out of 5 stars,16687,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]","[{""category"":""Books / Politics & Social Sciences / Politics & Government / United States / National"",""rank"":96}]",2021-12-21T23:34:10.241Z,https://www.amazon.com/dp/1250158060
1250830745,1250830745,"The Invisible Life of Addie LaRue, Special Edition",V. E. Schwab,In Stock.,10.11,29.99,19.88,USD,4.5 out of 5 stars,40949,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Science Fiction & Fantasy / Fantasy"",""rank"":39},{""category"":""Books / Literature & Fiction / Historical Fiction"",""rank"":37},{""category"":""Books / Literature & Fiction / Literary"",""rank"":31},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Historical"",""rank"":7},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Romantic"",""rank"":14},{""category"":""Books / Literature & Fiction / Genre Fiction"",""rank"":95}]",2021-12-21T23:33:33.817Z,https://www.amazon.com/dp/1250830745
1250832365,1250832365,"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)",Robert Jordan,In Stock.,10.75,18.99,8.24,USD,4.7 out of 5 stars,13380,"[""Books"",""Literature & Fiction"",""Action & Adventure""]","[{""category"":""Books / Science Fiction & Fantasy / Fantasy"",""rank"":46},{""category"":""Books / Literature & Fiction / Action & Adventure"",""rank"":35},{""category"":""Books / Literature & Fiction / Action & Adventure / Fantasy"",""rank"":19},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Epic"",""rank"":21},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Sword & Sorcery"",""rank"":15}]",2021-12-21T23:33:36.623Z,https://www.amazon.com/dp/1250832365
1250160510,1250160510,Killing Jesus: A History (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,,,,9.99,USD,4.5 out of 5 stars,12684,"[""Books"",""History"",""World""]","[{""category"":""Books / Religion & Spirituality / Religious Studies / History"",""rank"":91}]",2021-12-21T23:37:36.582Z,https://www.amazon.com/dp/1250160510
1328471225,9781328471222,The Giver (25th Anniversary Edition): 25th Anniversary Edition (Giver Quartet),Lois Lowry,In Stock.,5.43,18.99,13.56,USD,4.7 out of 5 stars,22330,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction / Coming of Age"",""rank"":31},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Coming of Age"",""rank"":69}]",2021-12-21T23:33:52.620Z,https://www.amazon.com/dp/1328471225
125085055X,125085055X,"Dawnshard (The Stormlight Archive, 5)",Brandon Sanderson,"This title will be released on February 15, 2022.",1.0,10.99,9.99,USD,4.8 out of 5 stars,13862,"[""Books"",""Literature & Fiction"",""Action & Adventure""]","[{""category"":""Books / Science Fiction & Fantasy / Fantasy / Military"",""rank"":39}]",2021-12-21T23:37:33.420Z,https://www.amazon.com/dp/125085055X
1250164680,1250164680,The Meaning of Mariah Carey,Mariah Carey,In Stock.,16.28,29.99,13.71,USD,4.8 out of 5 stars,11901,"[""Books"",""Arts & Photography"",""Music""]","[{""category"":""Books / Biographies & Memoirs / Community & Culture / Black & African American"",""rank"":83},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians"",""rank"":73},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Pop"",""rank"":4},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / R&B & Soul"",""rank"":6},{""category"":""Books / Biographies & Memoirs / Arts & Literature / Composers & Musicians / Rap & Hip-Hop"",""rank"":15}]",2021-12-21T23:33:29.900Z,https://www.amazon.com/dp/1250164680
1250166535,1250166535,"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,In Stock.,6.0,21.99,15.99,USD,4.9 out of 5 stars,18070,"[""Books"",""Literature & Fiction"",""Action & Adventure""]","[{""category"":""Books / Science Fiction & Fantasy / Fantasy / Military"",""rank"":92}]",2021-12-21T23:33:51.869Z,https://www.amazon.com/dp/1250166535
1250169445,9781250169440,Call Me by Your Name: A Novel,André Aciman,In Stock.,10.04,17.0,6.96,USD,4.7 out of 5 stars,16661,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]","[{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books"",""rank"":49},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction"",""rank"":15},{""category"":""Books / Romance / LGBTQ+"",""rank"":22},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction"",""rank"":11},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction / Literary"",""rank"":4}]",2021-12-21T23:33:49.636Z,https://www.amazon.com/dp/1250169445
1250170974,1250170974,"Children of Blood and Bone (Legacy of Orisha, 1)",Tomi Adeyemi,In Stock.,6.0,18.99,12.99,USD,4.7 out of 5 stars,11663,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues"",""rank"":85},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Prejudice & Racism"",""rank"":6},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy"",""rank"":98},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Fantasy"",""rank"":35},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Coming of Age"",""rank"":20},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Epic"",""rank"":29},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Myths & Legends"",""rank"":4},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Sword & Sorcery"",""rank"":29}]",2021-12-21T23:33:36.081Z,https://www.amazon.com/dp/1250170974
1250178606,1250178606,The Four Winds: A Novel,Kristin Hannah,In Stock.,14.99,28.99,14.0,USD,4.5 out of 5 stars,84324,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction"",""rank"":33},{""category"":""Books / Literature & Fiction / Genre Fiction"",""rank"":20},{""category"":""Books / Literature & Fiction / Historical Fiction"",""rank"":9},{""category"":""Books / Literature & Fiction / Women's Fiction"",""rank"":10},{""category"":""Books / Literature & Fiction / Women's Fiction / Domestic Life"",""rank"":7},{""category"":""Books / Literature & Fiction / Women's Fiction / Mothers & Children"",""rank"":3}]",2021-12-21T23:33:33.155Z,https://www.amazon.com/dp/1250178606
1250181909,1250181909,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),Monica Sweeney,In Stock.,6.0,14.99,8.99,USD,4.7 out of 5 stars,23817,"[""Books"",""Humor & Entertainment"",""Humor""]","[{""category"":""Books"",""rank"":84},{""category"":""Books / Crafts, Hobbies & Home"",""rank"":7},{""category"":""Books / Health, Fitness & Dieting"",""rank"":12},{""category"":""Books / Humor & Entertainment"",""rank"":20},{""category"":""Books / Self-Help"",""rank"":13},{""category"":""Books / Crafts, Hobbies & Home / Crafts & Hobbies"",""rank"":6},{""category"":""Books / Humor & Entertainment / Humor"",""rank"":10},{""category"":""Books / Self-Help / Happiness"",""rank"":3},{""category"":""Books / Self-Help / Stress Management"",""rank"":1},{""category"":""Books / Health, Fitness & Dieting / Mental Health"",""rank"":5},{""category"":""Books / Humor & Entertainment / Humor / Self-Help & Psychology"",""rank"":1},{""category"":""Books / Crafts, Hobbies & Home / Crafts & Hobbies / Guided Journals"",""rank"":1}]",2021-12-21T23:33:35.841Z,https://www.amazon.com/dp/1250181909
1250182492,1250182492,"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,In Stock.,6.31,18.0,11.69,USD,4.5 out of 5 stars,10740,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Historical Fiction / Renaissance"",""rank"":6},{""category"":""Books / Literature & Fiction / Genre Fiction / Biographical"",""rank"":69},{""category"":""Books / Literature & Fiction / History & Criticism / Movements & Periods"",""rank"":54},{""category"":""Books / Literature & Fiction / History & Criticism / Movements & Periods / Renaissance"",""rank"":9}]",2021-12-21T23:33:32.461Z,https://www.amazon.com/dp/1250182492
1250183863,9781250183866,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,In Stock.,14.5,28.99,14.49,USD,4.8 out of 5 stars,21179,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]","[{""category"":""Books / Biographies & Memoirs"",""rank"":35},{""category"":""Books / Business & Money"",""rank"":17},{""category"":""Books / History"",""rank"":22},{""category"":""Books / Business & Money / Management & Leadership"",""rank"":5},{""category"":""Books / Biographies & Memoirs / Leaders & Notable People"",""rank"":11},{""category"":""Books / Self-Help"",""rank"":58},{""category"":""Books / Self-Help / Success"",""rank"":10},{""category"":""Books / History / Military"",""rank"":5},{""category"":""Books / Business & Money / Management & Leadership / Leadership & Motivation"",""rank"":4},{""category"":""Books / History / Military / Intelligence & Espionage"",""rank"":2},{""category"":""Books / History / Military / Iraq War"",""rank"":1},{""category"":""Books / History / Military / United States"",""rank"":4},{""category"":""Books / Biographies & Memoirs / Leaders & Notable People / Military"",""rank"":3},{""category"":""Books / Biographies & Memoirs / Leaders & Notable People / Military / Afghan & Iraq Wars"",""rank"":1},{""category"":""Books / Biographies & Memoirs / Leaders & Notable People / Military / Afghan & Iraq Wars / Iraq War"",""rank"":1}]",2021-12-21T23:33:34.338Z,https://www.amazon.com/dp/1250183863
125019623X,125019623X,"The Shadow and Bone Trilogy Boxed Set: Shadow and Bone, Siege and Storm, Ruin and Rising",Leigh Bardugo,In Stock.,13.19,32.97,19.78,USD,4.7 out of 5 stars,10449,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]","[{""category"":""Books / Teens"",""rank"":35},{""category"":""Books / Teens / Literature & Fiction"",""rank"":22},{""category"":""Books / Teens / Science Fiction & Fantasy"",""rank"":14},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy"",""rank"":13},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction"",""rank"":2},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Epic"",""rank"":8},{""category"":""Books / Teens / Science Fiction & Fantasy / Fantasy / Fairy Tales & Folklore"",""rank"":1}]",2021-12-21T23:33:37.854Z,https://www.amazon.com/dp/125019623X
1328662055,1328662055,"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed",Lori Gottlieb,In Stock.,11.34,28.0,16.66,USD,4.6 out of 5 stars,15836,"[""Books"",""Self-Help"",""Relationships""]","[{""category"":""Books / Parenting & Relationships"",""rank"":98},{""category"":""Books / Biographies & Memoirs / Professionals & Academics"",""rank"":42},{""category"":""Books / Self-Help / Happiness"",""rank"":47},{""category"":""Books / Health, Fitness & Dieting / Psychology & Counseling"",""rank"":69},{""category"":""Books / Health, Fitness & Dieting / Psychology & Counseling / Counseling"",""rank"":5},{""category"":""Books / Health, Fitness & Dieting / Psychology & Counseling / Psychotherapy, TA & NLP"",""rank"":3},{""category"":""Books / Health, Fitness & Dieting / Mental Health"",""rank"":77},{""category"":""Books / Self-Help / Relationships / Love & Romance"",""rank"":21},{""category"":""Books / Biographies & Memoirs / Memoirs"",""rank"":54},{""category"":""Books / Biographies & Memoirs / Professionals & Academics / Social Scientists & Psychologists"",""rank"":1}]",2021-12-21T23:33:56.390Z,https://www.amazon.com/dp/1328662055
1338596705,1338596705,"Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1)",Minalima,In Stock.,19.43,37.99,18.56,USD,4.9 out of 5 stars,12693,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]","[{""category"":""Books / Children's Books"",""rank"":73},{""category"":""Books / Children's Books / Action & Adventure"",""rank"":11},{""category"":""Books / Children's Books / Growing Up & Facts of Life"",""rank"":19},{""category"":""Books / Children's Books / Science Fiction & Fantasy"",""rank"":13},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Friendship, Social Skills & School Life"",""rank"":13},{""category"":""Books / Children's Books / Science Fiction & Fantasy / Fantasy & Magic"",""rank"":10},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Friendship, Social Skills & School Life / Friendship"",""rank"":5}]",2021-12-21T23:33:36.632Z,https://www.amazon.com/dp/1338596705
1338600834,1338600834,The Dinky Donkey,Craig Smith,In Stock.,3.57,7.99,4.42,USD,4.8 out of 5 stars,11973,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]","[{""category"":""Books / Children's Books / Literature & Fiction"",""rank"":97},{""category"":""Books / Children's Books / Literature & Fiction / Poetry"",""rank"":29},{""category"":""Books / Children's Books / Early Learning / Poetry"",""rank"":20},{""category"":""Books / Children's Books / Literature & Fiction / Poetry / Stories In Verse"",""rank"":23},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Family Life"",""rank"":62}]",2021-12-21T23:33:51.576Z,https://www.amazon.com/dp/1338600834
125020710X,125020710X,Hideaway: A Novel,Nora Roberts,In Stock.,14.46,28.99,14.53,USD,4.6 out of 5 stars,12624,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]","[{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Supernatural / Psychics"",""rank"":74}]",2021-12-21T23:33:54.385Z,https://www.amazon.com/dp/125020710X
132885213X,132885213X,"Good Night, Little Blue Truck",Alice Schertle,In Stock.,7.22,17.99,10.77,USD,4.9 out of 5 stars,12487,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]","[{""category"":""Books / Children's Books / Cars, Trains & Things That Go"",""rank"":9},{""category"":""Books / Children's Books / Early Learning"",""rank"":35},{""category"":""Books / Children's Books / Education & Reference"",""rank"":34},{""category"":""Books / Children's Books / Geography & Cultures"",""rank"":11},{""category"":""Books / Children's Books / Science, Nature & How It Works"",""rank"":21},{""category"":""Books / Children's Books / Geography & Cultures / Where We Live"",""rank"":4},{""category"":""Books / Children's Books / Science, Nature & How It Works / Nature"",""rank"":5},{""category"":""Books / Children's Books / Animals"",""rank"":60},{""category"":""Books / Children's Books / Early Learning / Basic Concepts"",""rank"":22},{""category"":""Books / Children's Books / Education & Reference / Science Studies"",""rank"":11},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Family Life"",""rank"":20},{""category"":""Books / Children's Books / Cars, Trains & Things That Go / Cars & Trucks"",""rank"":5},{""category"":""Books / Children's Books / Geography & Cultures / Where We Live / Farm Life"",""rank"":1},{""category"":""Books / Children's Books / Early Learning / Basic Concepts / Sounds"",""rank"":4},{""category"":""Books / Children's Books / Science, Nature & How It Works / Nature / Weather"",""rank"":3},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Family Life / Sleep"",""rank"":7}]",2021-12-21T23:33:52.996Z,https://www.amazon.com/dp/132885213X
1250209765,1250209765,American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,In Stock.,11.24,27.99,16.75,USD,4.6 out of 5 stars,61053,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Psychological Thrillers"",""rank"":29},{""category"":""Books / Literature & Fiction / Genre Fiction / Psychological"",""rank"":18},{""category"":""Books / Literature & Fiction / Women's Fiction"",""rank"":94},{""category"":""Books / Literature & Fiction / Women's Fiction / Contemporary"",""rank"":48},{""category"":""Books / Literature & Fiction / Women's Fiction / Domestic Life"",""rank"":43},{""category"":""Books / Literature & Fiction / United States"",""rank"":76},{""category"":""Books / Literature & Fiction / United States / Hispanic"",""rank"":1},{""category"":""Books / Literature & Fiction / Genre Fiction / Family Life"",""rank"":59}]",2021-12-21T23:37:34.893Z,https://www.amazon.com/dp/1250209765
1328869334,1328869334,1984,George Orwell,In Stock.,11.01,22.0,10.99,USD,4.7 out of 5 stars,55581,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Classics"",""rank"":27},{""category"":""Books / Science Fiction & Fantasy / Science Fiction"",""rank"":54},{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Dystopian"",""rank"":12},{""category"":""Books / Literature & Fiction / Genre Fiction / Political"",""rank"":7},{""category"":""Books / Literature & Fiction / Literary"",""rank"":100}]",2021-12-21T23:34:01.787Z,https://www.amazon.com/dp/1328869334
1328879941,1328879941,The Handmaid's Tale,Margaret Atwood,In Stock.,10.01,25.0,14.99,USD,4.4 out of 5 stars,50377,"[""Books"",""Literature & Fiction"",""History & Criticism""]","[{""category"":""Books / Literature & Fiction / History & Criticism / Criticism & Theory"",""rank"":79}]",2021-12-21T23:33:35.415Z,https://www.amazon.com/dp/1328879941
1338629182,1338629182,I Love You to the Moon and Back (Made With Love),"by Sandra Magsamen (Author, Illustrator)",In Stock.,,,7.99,USD,4.9 out of 5 stars,45204,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]","[{""category"":""Books / Children's Books / Growing Up & Facts of Life / Family Life / New Baby"",""rank"":30},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Family Life / Sleep"",""rank"":73}]",2021-12-21T23:34:06.694Z,https://www.amazon.com/dp/1338629182
1338635174,1338635174,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,In Stock.,14.0,27.99,13.99,USD,4.7 out of 5 stars,44191,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]","[{""category"":""Books / Humor & Entertainment / Television"",""rank"":12},{""category"":""Books / Teens"",""rank"":92},{""category"":""Books / Teens / Science Fiction & Fantasy"",""rank"":34},{""category"":""Books / Teens / Social Issues"",""rank"":17},{""category"":""Books / Teens / Literature & Fiction"",""rank"":55},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure"",""rank"":14},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues"",""rank"":37},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction"",""rank"":10},{""category"":""Books / Children's Books / Growing Up & Facts of Life / Difficult Discussions"",""rank"":11},{""category"":""Books / Humor & Entertainment / Television / Shows"",""rank"":8},{""category"":""Books / Teens / Science Fiction & Fantasy / Science Fiction / Dystopian"",""rank"":8},{""category"":""Books / Teens / Literature & Fiction / Social & Family Issues / Physical & Emotional Abuse"",""rank"":3},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Science Fiction"",""rank"":5},{""category"":""Books / Teens / Literature & Fiction / Action & Adventure / Survival Stories"",""rank"":5}]",2021-12-21T23:34:01.981Z,https://www.amazon.com/dp/1338635174
1250214718,1250214718,"All Systems Red: The Murderbot Diaries (The Murderbot Diaries, 1)",Martha Wells,In Stock.,6.3,17.99,11.69,USD,4.5 out of 5 stars,11614,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction""]","[{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Adventure"",""rank"":38},{""category"":""Books / Science Fiction & Fantasy / Science Fiction / Hard Science Fiction"",""rank"":20}]",2021-12-21T23:33:37.113Z,https://www.amazon.com/dp/1250214718
1250217288,1250217288,The House in the Cerulean Sea,TJ Klune,Available to ship in 1-2 days.,13.1,27.99,14.89,USD,4.7 out of 5 stars,16912,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]","[{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books"",""rank"":60},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction"",""rank"":17},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Science Fiction & Fantasy"",""rank"":9},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Humorous"",""rank"":14},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction"",""rank"":13},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Science Fiction & Fantasy / Fantasy"",""rank"":7},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Romantic"",""rank"":97},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Paranormal & Urban"",""rank"":98},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction / Humorous"",""rank"":5}]",2021-12-21T23:33:59.539Z,https://www.amazon.com/dp/1250217288
1250217318,1250217318,House in the Cerulean Sea,TJ Klune,In Stock.,4.31,18.99,14.68,USD,4.7 out of 5 stars,16912,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]","[{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books"",""rank"":11},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction"",""rank"":2},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Science Fiction & Fantasy"",""rank"":1},{""category"":""Books / Science Fiction & Fantasy / Fantasy"",""rank"":54},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Humorous"",""rank"":4},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Paranormal & Urban"",""rank"":10},{""category"":""Books / Science Fiction & Fantasy / Fantasy / Romantic"",""rank"":16},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction"",""rank"":2},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Science Fiction & Fantasy / Fantasy"",""rank"":1},{""category"":""Books / Lesbian, Gay, Bisexual & Transgender Books / Literature & Fiction / Genre Fiction / Humorous"",""rank"":1}]",2021-12-21T23:34:06.280Z,https://www.amazon.com/dp/1250217318
1250220254,1250220254,Apples Never Fall,Liane Moriarty,In Stock.,10.58,28.99,18.41,USD,4.2 out of 5 stars,23219,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]","[{""category"":""Books / Mystery, Thriller & Suspense"",""rank"":18},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense"",""rank"":17},{""category"":""Books / Literature & Fiction"",""rank"":57},{""category"":""Books / Literature & Fiction / Genre Fiction"",""rank"":36},{""category"":""Books / Literature & Fiction / Women's Fiction"",""rank"":16},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Crime"",""rank"":10},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Domestic"",""rank"":3},{""category"":""Books / Literature & Fiction / Genre Fiction / Family Life"",""rank"":11},{""category"":""Books / Literature & Fiction / Women's Fiction / Domestic Life"",""rank"":9},{""category"":""Books / Literature & Fiction / Women's Fiction / Mothers & Children"",""rank"":6},{""category"":""Books / Mystery, Thriller & Suspense / Thrillers & Suspense / Crime / Murder"",""rank"":2}]",2021-12-21T23:33:38.109Z,https://www.amazon.com/dp/1250220254
1250229537,1250229537,The Great Alone: A Novel,Kristin Hannah,In Stock.,6.3,17.99,11.69,USD,4.7 out of 5 stars,28824,"[""Books"",""Literature & Fiction"",""Genre Fiction""]","[{""category"":""Books / Literature & Fiction / Women's Fiction"",""rank"":91},{""category"":""Books / Literature & Fiction / Women's Fiction / Domestic Life"",""rank"":42},{""category"":""Books / Literature & Fiction / Women's Fiction / Mothers & Children"",""rank"":28},{""category"":""Books / Literature & Fiction / United States"",""rank"":73},{""category"":""Books / Literature & Fiction / Genre Fiction / Family Life"",""rank"":55},{""category"":""Books / Literature & Fiction / Historical Fiction"",""rank"":74}]",2021-12-21T23:37:35.117Z,https://www.amazon.com/dp/1250229537
